"region","zone","district","Month","Year","Date","female","male","conf_5","conf_514","conf_15","cases"
"Oromiya","West Wellega","Nedjo Rural","September","2022",2022-01-01,139,255,21,104,269,394
"Oromiya","West Wellega","Nedjo Rural","October","2022",2022-01-01,76,337,7,93,313,413
"Oromiya","West Wellega","Nedjo Rural","November","2022",2022-01-01,80,200,13,63,204,280
"Oromiya","West Wellega","Nedjo Rural","December","2022",2022-01-01,88,172,8,68,184,260
"Oromiya","West Wellega","Nedjo Rural","January","2022",2022-01-01,77,158,10,53,172,235
"Oromiya","West Wellega","Nedjo Rural","February","2022",2022-01-01,77,169,26,40,180,246
"Oromiya","West Wellega","Nedjo Rural","March","2022",2022-01-01,79,113,9,66,117,192
"Oromiya","West Wellega","Nedjo Rural","April","2022",2022-01-01,62,162,18,71,135,224
"Oromiya","West Wellega","Nedjo Rural","May","2022",2022-01-01,101,168,17,83,169,269
"Oromiya","West Wellega","Nedjo Rural","June","2022",2022-01-01,161,295,30,117,309,456
"Oromiya","West Wellega","Nedjo Town","July","2022",2022-01-01,53,47,7,5,88,100
"Oromiya","West Wellega","Nedjo Town","August","2022",2022-01-01,57,46,4,10,89,103
"Oromiya","West Wellega","Nedjo Town","September","2022",2022-01-01,69,51,4,18,98,120
"Oromiya","West Wellega","Nedjo Town","October","2022",2022-01-01,71,85,4,24,128,156
"Oromiya","West Wellega","Nedjo Town","November","2022",2022-01-01,55,44,5,11,83,99
"Oromiya","West Wellega","Nedjo Town","December","2022",2022-01-01,46,48,8,22,64,94
"Oromiya","West Wellega","Nedjo Town","January","2022",2022-01-01,36,35,4,8,59,71
"Oromiya","West Wellega","Nedjo Town","February","2022",2022-01-01,30,34,3,7,54,64
"Oromiya","West Wellega","Nedjo Town","March","2022",2022-01-01,35,38,4,10,59,73
"Oromiya","West Wellega","Nedjo Town","April","2022",2022-01-01,87,85,7,28,137,172
"Oromiya","West Wellega","Nedjo Town","May","2022",2022-01-01,110,81,19,22,150,191
"Oromiya","West Wellega","Nedjo Town","June","2022",2022-01-01,48,54,18,38,46,102
"Oromiya","West Wellega","Nole Kaba","July","2022",2022-01-01,3,5,2,3,3,8
"Oromiya","West Wellega","Nole Kaba","August","2022",2022-01-01,2,0,0,1,1,2
"Oromiya","West Wellega","Nole Kaba","September","2022",2022-01-01,3,6,0,0,9,9
"Oromiya","West Wellega","Nole Kaba","October","2022",2022-01-01,7,0,1,3,3,7
"Oromiya","West Wellega","Nole Kaba","November","2022",2022-01-01,4,2,0,0,6,6
"Oromiya","West Wellega","Nole Kaba","December","2022",2022-01-01,6,2,0,2,6,8
"Oromiya","West Wellega","Nole Kaba","January","2022",2022-01-01,1,0,0,0,1,1
"Oromiya","West Wellega","Nole Kaba","February","2022",2022-01-01,1,1,0,1,1,2
"Oromiya","West Wellega","Nole Kaba","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Nole Kaba","April","2022",2022-01-01,3,3,2,2,2,6
"Oromiya","West Wellega","Nole Kaba","May","2022",2022-01-01,18,25,4,21,18,43
"Oromiya","West Wellega","Nole Kaba","June","2022",2022-01-01,96,93,8,66,115,189
"Oromiya","West Wellega","Qondala","July","2022",2022-01-01,156,206,46,88,228,362
"Oromiya","West Wellega","Qondala","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Qondala","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Qondala","October","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Qondala","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Qondala","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Qondala","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Qondala","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Qondala","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Qondala","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Qondala","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Qondala","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Seyo Nole","July","2022",2022-01-01,2,5,2,2,3,7
"Oromiya","West Wellega","Seyo Nole","August","2022",2022-01-01,14,21,5,10,20,35
"Oromiya","West Wellega","Seyo Nole","September","2022",2022-01-01,34,11,19,17,9,45
"Oromiya","West Wellega","Seyo Nole","October","2022",2022-01-01,13,35,0,10,38,48
"Oromiya","West Wellega","Seyo Nole","November","2022",2022-01-01,12,24,0,26,10,36
"Oromiya","West Wellega","Seyo Nole","December","2022",2022-01-01,10,11,1,8,12,21
"Oromiya","West Wellega","Seyo Nole","January","2022",2022-01-01,15,24,2,12,25,39
"Oromiya","West Wellega","Seyo Nole","February","2022",2022-01-01,2,2,0,0,4,4
"Oromiya","West Wellega","Seyo Nole","March","2022",2022-01-01,13,17,1,4,25,30
"Oromiya","West Wellega","Seyo Nole","April","2022",2022-01-01,6,37,3,9,31,43
"Oromiya","West Wellega","Seyo Nole","May","2022",2022-01-01,72,44,25,40,51,116
"Oromiya","West Wellega","Seyo Nole","June","2022",2022-01-01,125,148,26,94,153,273
"Oromiya","West Wellega","Yubdo","July","2022",2022-01-01,28,26,14,20,20,54
"Oromiya","West Wellega","Yubdo","August","2022",2022-01-01,29,34,11,25,27,63
"Oromiya","West Wellega","Yubdo","September","2022",2022-01-01,53,61,19,33,62,114
"Oromiya","West Wellega","Yubdo","October","2022",2022-01-01,36,29,13,23,29,65
"Oromiya","West Wellega","Yubdo","November","2022",2022-01-01,34,30,11,29,24,64
"Oromiya","West Wellega","Yubdo","December","2022",2022-01-01,46,48,13,32,49,94
"Oromiya","West Wellega","Yubdo","January","2022",2022-01-01,26,26,7,18,27,52
"Oromiya","West Wellega","Yubdo","February","2022",2022-01-01,28,27,7,17,31,55
"Oromiya","West Wellega","Yubdo","March","2022",2022-01-01,24,17,8,11,22,41
"Oromiya","West Wellega","Yubdo","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Yubdo","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Wellega","Yubdo","June","2022",2022-01-01,163,161,106,111,107,324
"Oromiya","Woliso","Weliso Town","July","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Woliso","Weliso Town","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Woliso","Weliso Town","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Woliso","Weliso Town","October","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Woliso","Weliso Town","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Woliso","Weliso Town","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Woliso","Weliso Town","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Woliso","Weliso Town","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Woliso","Weliso Town","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Woliso","Weliso Town","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Woliso","Weliso Town","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Woliso","Weliso Town","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Asalla","Asalla town","July","2022",2022-01-01,3,8,2,0,9,11
"Oromiya","Asalla","Asalla town","August","2022",2022-01-01,5,3,0,1,7,8
"Oromiya","Asalla","Asalla town","September","2022",2022-01-01,6,6,1,1,10,12
"Oromiya","Asalla","Asalla town","October","2022",2022-01-01,5,15,0,0,20,20
"Oromiya","Asalla","Asalla town","November","2022",2022-01-01,2,10,1,0,11,12
"Oromiya","Asalla","Asalla town","December","2022",2022-01-01,1,9,0,1,9,10
"Oromiya","Asalla","Asalla town","January","2022",2022-01-01,5,9,3,1,10,14
"Oromiya","Asalla","Asalla town","February","2022",2022-01-01,2,10,1,0,11,12
"Oromiya","Asalla","Asalla town","March","2022",2022-01-01,1,3,1,1,2,4
"Oromiya","Asalla","Asalla town","April","2022",2022-01-01,1,6,1,1,5,7
"Oromiya","Asalla","Asalla town","May","2022",2022-01-01,9,10,0,1,18,19
"Oromiya","Asalla","Asalla town","June","2022",2022-01-01,3,11,0,2,12,14
"Oromiya","Bishan Guracha","Bishan Guracha Town","July","2022",2022-01-01,4,16,3,3,14,20
"Oromiya","Bishan Guracha","Bishan Guracha Town","August","2022",2022-01-01,5,8,2,6,5,13
"Oromiya","Bishan Guracha","Bishan Guracha Town","September","2022",2022-01-01,10,13,1,3,19,23
"Oromiya","Bishan Guracha","Bishan Guracha Town","October","2022",2022-01-01,15,11,2,4,20,26
"Oromiya","Bishan Guracha","Bishan Guracha Town","November","2022",2022-01-01,37,58,16,21,58,95
"Oromiya","Bishan Guracha","Bishan Guracha Town","December","2022",2022-01-01,33,34,10,18,39,67
"Oromiya","Bishan Guracha","Bishan Guracha Town","January","2022",2022-01-01,21,20,2,10,29,41
"Oromiya","Bishan Guracha","Bishan Guracha Town","February","2022",2022-01-01,6,14,1,6,13,20
"Oromiya","Bishan Guracha","Bishan Guracha Town","March","2022",2022-01-01,6,6,1,3,8,12
"Oromiya","Bishan Guracha","Bishan Guracha Town","April","2022",2022-01-01,14,20,3,8,23,34
"Oromiya","Bishan Guracha","Bishan Guracha Town","May","2022",2022-01-01,11,12,2,8,13,23
"Oromiya","Bishan Guracha","Bishan Guracha Town","June","2022",2022-01-01,30,32,10,13,39,62
"Oromiya","Bishoft","Bishoft Town","July","2022",2022-01-01,6,18,5,2,17,24
"Oromiya","Bishoft","Bishoft Town","August","2022",2022-01-01,11,22,6,4,23,33
"Oromiya","Bishoft","Bishoft Town","September","2022",2022-01-01,14,26,2,12,26,40
"Oromiya","Bishoft","Bishoft Town","October","2022",2022-01-01,35,53,6,20,62,88
"Oromiya","Bishoft","Bishoft Town","November","2022",2022-01-01,38,40,8,14,56,78
"Oromiya","Bishoft","Bishoft Town","December","2022",2022-01-01,30,36,2,14,50,66
"Oromiya","Bishoft","Bishoft Town","January","2022",2022-01-01,7,19,0,5,21,26
"Oromiya","Bishoft","Bishoft Town","February","2022",2022-01-01,5,21,1,5,20,26
"Oromiya","Bishoft","Bishoft Town","March","2022",2022-01-01,3,26,0,5,24,29
"Oromiya","Bishoft","Bishoft Town","April","2022",2022-01-01,7,18,2,5,18,25
"Oromiya","Bishoft","Bishoft Town","May","2022",2022-01-01,8,16,0,4,20,24
"Oromiya","Bishoft","Bishoft Town","June","2022",2022-01-01,22,29,2,8,41,51
"Oromiya","Dukem Special","Dukem Special","July","2022",2022-01-01,1,7,0,1,7,8
"Oromiya","Dukem Special","Dukem Special","August","2022",2022-01-01,4,33,2,2,33,37
"Oromiya","Dukem Special","Dukem Special","September","2022",2022-01-01,3,8,0,1,10,11
"Oromiya","Dukem Special","Dukem Special","October","2022",2022-01-01,4,10,0,2,12,14
"Oromiya","Dukem Special","Dukem Special","November","2022",2022-01-01,3,9,0,0,12,12
"Oromiya","Dukem Special","Dukem Special","December","2022",2022-01-01,4,8,0,0,12,12
"Oromiya","Dukem Special","Dukem Special","January","2022",2022-01-01,72,36,0,6,102,108
"Oromiya","Dukem Special","Dukem Special","February","2022",2022-01-01,7,5,0,6,6,12
"Oromiya","Dukem Special","Dukem Special","March","2022",2022-01-01,3,13,0,4,12,16
"Oromiya","Dukem Special","Dukem Special","April","2022",2022-01-01,13,17,0,6,24,30
"Oromiya","Dukem Special","Dukem Special","May","2022",2022-01-01,5,11,0,0,16,16
"Oromiya","Dukem Special","Dukem Special","June","2022",2022-01-01,0,7,0,0,7,7
"Oromiya","Gelan  Special","Gelan Town Special","July","2022",2022-01-01,0,2,0,0,2,2
"Oromiya","Gelan  Special","Gelan Town Special","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Gelan  Special","Gelan Town Special","September","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","Gelan  Special","Gelan Town Special","October","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Gelan  Special","Gelan Town Special","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Gelan  Special","Gelan Town Special","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Gelan  Special","Gelan Town Special","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Gelan  Special","Gelan Town Special","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Gelan  Special","Gelan Town Special","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Gelan  Special","Gelan Town Special","April","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","Gelan  Special","Gelan Town Special","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Gelan  Special","Gelan Town Special","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Sebeta","Sebeta Town","July","2022",2022-01-01,2,4,0,1,5,6
"Oromiya","Sebeta","Sebeta Town","August","2022",2022-01-01,4,5,1,0,8,9
"Oromiya","Sebeta","Sebeta Town","September","2022",2022-01-01,3,8,0,1,10,11
"Oromiya","Sebeta","Sebeta Town","October","2022",2022-01-01,4,10,2,1,11,14
"Oromiya","Sebeta","Sebeta Town","November","2022",2022-01-01,3,7,0,2,8,10
"Oromiya","Sebeta","Sebeta Town","December","2022",2022-01-01,0,6,0,1,5,6
"Oromiya","Sebeta","Sebeta Town","January","2022",2022-01-01,1,15,0,0,16,16
"Oromiya","Sebeta","Sebeta Town","February","2022",2022-01-01,5,5,1,0,9,10
"Oromiya","Sebeta","Sebeta Town","March","2022",2022-01-01,4,4,0,1,7,8
"Oromiya","Sebeta","Sebeta Town","April","2022",2022-01-01,5,5,1,1,8,10
"Oromiya","Sebeta","Sebeta Town","May","2022",2022-01-01,7,6,1,3,9,13
"Oromiya","Sebeta","Sebeta Town","June","2022",2022-01-01,2,16,0,1,17,18
"Oromiya","Mojo","Mojo Town","July","2022",2022-01-01,2,5,0,0,7,7
"Oromiya","Mojo","Mojo Town","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Mojo","Mojo Town","September","2022",2022-01-01,2,6,1,2,5,8
"Oromiya","Mojo","Mojo Town","October","2022",2022-01-01,4,15,2,2,15,19
"Oromiya","Mojo","Mojo Town","November","2022",2022-01-01,7,21,0,1,27,28
"Oromiya","Mojo","Mojo Town","December","2022",2022-01-01,46,62,25,25,58,108
"Oromiya","Mojo","Mojo Town","January","2022",2022-01-01,4,13,2,3,12,17
"Oromiya","Mojo","Mojo Town","February","2022",2022-01-01,3,13,1,0,15,16
"Oromiya","Mojo","Mojo Town","March","2022",2022-01-01,2,6,0,1,7,8
"Oromiya","Mojo","Mojo Town","April","2022",2022-01-01,1,5,1,1,4,6
"Oromiya","Mojo","Mojo Town","May","2022",2022-01-01,2,1,0,0,3,3
"Oromiya","Mojo","Mojo Town","June","2022",2022-01-01,4,3,1,0,6,7
"Oromiya","Sululta","Sululta Town","July","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Sululta","Sululta Town","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Sululta","Sululta Town","September","2022",2022-01-01,0,2,0,0,2,2
"Oromiya","Sululta","Sululta Town","October","2022",2022-01-01,2,2,0,0,4,4
"Oromiya","Sululta","Sululta Town","November","2022",2022-01-01,2,0,0,0,2,2
"Oromiya","Sululta","Sululta Town","December","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","Sululta","Sululta Town","January","2022",2022-01-01,1,0,0,0,1,1
"Oromiya","Sululta","Sululta Town","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Sululta","Sululta Town","March","2022",2022-01-01,2,2,0,0,4,4
"Oromiya","Sululta","Sululta Town","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Sululta","Sululta Town","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Sululta","Sululta Town","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Guji","Kercha","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Guji","Kercha","August","2022",2022-01-01,37,41,38,32,8,78
"Oromiya","West Guji","Kercha","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Guji","Kercha","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Guji","Kercha","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Guji","Kercha","July","2022",2022-01-01,2,6,0,3,5,8
"Oromiya","West Guji","Kercha","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Guji","Kercha","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Guji","Kercha","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Guji","Kercha","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","West Guji","Kercha","October","2022",2022-01-01,0,2,0,0,2,2
"Oromiya","West Guji","Kercha","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Holota","Holota Town","April","2022",2022-01-01,17,29,5,20,21,46
"Oromiya","Holota","Holota Town","August","2022",2022-01-01,69,80,1,44,104,149
"Oromiya","Holota","Holota Town","December","2022",2022-01-01,48,90,16,48,74,138
"Oromiya","Holota","Holota Town","February","2022",2022-01-01,159,249,34,124,250,408
"Oromiya","Holota","Holota Town","January","2022",2022-01-01,60,59,1,7,111,119
"Oromiya","Holota","Holota Town","July","2022",2022-01-01,49,50,3,33,63,99
"Oromiya","Holota","Holota Town","June","2022",2022-01-01,17,48,5,6,54,65
"Oromiya","Holota","Holota Town","March","2022",2022-01-01,15,23,0,7,31,38
"Oromiya","Holota","Holota Town","May","2022",2022-01-01,18,24,2,19,21,42
"Oromiya","Holota","Holota Town","November","2022",2022-01-01,9,27,1,1,34,36
"Oromiya","Holota","Holota Town","October","2022",2022-01-01,87,202,9,16,264,289
"Oromiya","Holota","Holota Town","September","2022",2022-01-01,65,115,7,13,160,180
"Oromiya","East Bale","Dawe kachen","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Dawe kachen","August","2022",2022-01-01,0,4,0,2,2,4
"Oromiya","East Bale","Dawe kachen","December","2022",2022-01-01,2,7,3,0,6,9
"Oromiya","East Bale","Dawe kachen","February","2022",2022-01-01,1,0,0,0,1,1
"Oromiya","East Bale","Dawe kachen","January","2022",2022-01-01,1,1,0,0,2,2
"Oromiya","East Bale","Dawe kachen","July","2022",2022-01-01,6,0,0,0,6,6
"Oromiya","East Bale","Dawe kachen","June","2022",2022-01-01,55,68,0,78,45,123
"Oromiya","East Bale","Dawe kachen","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Dawe kachen","May","2022",2022-01-01,1,0,0,1,0,1
"Oromiya","East Bale","Dawe kachen","November","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Bale","Dawe kachen","October","2022",2022-01-01,3,1,0,0,4,4
"Oromiya","East Bale","Dawe kachen","September","2022",2022-01-01,2,2,0,4,0,4
"Oromiya","Arsi","Ziway Dugda","April","2022",2022-01-01,23,51,10,15,49,74
"Oromiya","Arsi","Ziway Dugda","August","2022",2022-01-01,83,126,62,65,82,209
"Oromiya","Arsi","Ziway Dugda","December","2022",2022-01-01,42,61,20,35,48,103
"Oromiya","Arsi","Ziway Dugda","February","2022",2022-01-01,12,25,6,16,15,37
"Oromiya","Arsi","Ziway Dugda","January","2022",2022-01-01,15,20,10,12,13,35
"Oromiya","Arsi","Ziway Dugda","July","2022",2022-01-01,62,89,29,56,66,151
"Oromiya","Arsi","Ziway Dugda","June","2022",2022-01-01,151,217,54,82,232,368
"Oromiya","Arsi","Ziway Dugda","March","2022",2022-01-01,20,32,6,4,42,52
"Oromiya","Arsi","Ziway Dugda","May","2022",2022-01-01,98,127,17,75,133,225
"Oromiya","Arsi","Ziway Dugda","November","2022",2022-01-01,58,70,30,34,64,128
"Oromiya","Arsi","Ziway Dugda","October","2022",2022-01-01,80,128,42,67,99,208
"Oromiya","Arsi","Ziway Dugda","September","2022",2022-01-01,85,154,41,58,140,239
"Sidama","Aleta Wondo  Administration","Aleta Wondo Town Administration","July","2022",2022-01-01,2,4,1,0,5,6
"Sidama","Aleta Wondo  Administration","Aleta Wondo Town Administration","August","2022",2022-01-01,1,3,0,4,0,4
"Sidama","Aleta Wondo  Administration","Aleta Wondo Town Administration","September","2022",2022-01-01,6,11,3,2,12,17
"Sidama","Aleta Wondo  Administration","Aleta Wondo Town Administration","October","2022",2022-01-01,3,13,2,2,12,16
"Sidama","Aleta Wondo  Administration","Aleta Wondo Town Administration","November","2022",2022-01-01,6,7,5,0,8,13
"Sidama","Aleta Wondo  Administration","Aleta Wondo Town Administration","December","2022",2022-01-01,9,13,7,1,14,22
"Sidama","Aleta Wondo  Administration","Aleta Wondo Town Administration","January","2022",2022-01-01,6,11,11,2,4,17
"Sidama","Aleta Wondo  Administration","Aleta Wondo Town Administration","February","2022",2022-01-01,4,6,1,0,9,10
"Sidama","Aleta Wondo  Administration","Aleta Wondo Town Administration","March","2022",2022-01-01,5,4,1,0,8,9
"Sidama","Aleta Wondo  Administration","Aleta Wondo Town Administration","April","2022",2022-01-01,0,0,0,0,0,0
"Sidama","Aleta Wondo  Administration","Aleta Wondo Town Administration","May","2022",2022-01-01,2,8,3,1,6,10
"Sidama","Aleta Wondo  Administration","Aleta Wondo Town Administration","June","2022",2022-01-01,8,8,3,4,9,16
"Sidama","Aleta Wondo","Aleta Wondo","July","2022",2022-01-01,10,18,4,9,15,28
"Sidama","Aleta Wondo","Aleta Wondo","August","2022",2022-01-01,4,18,2,2,18,22
"Sidama","Aleta Wondo","Aleta Wondo","September","2022",2022-01-01,4,13,1,2,14,17
"Sidama","Aleta Wondo","Aleta Wondo","October","2022",2022-01-01,1,14,2,4,9,15
"Sidama","Aleta Wondo","Aleta Wondo","November","2022",2022-01-01,8,27,1,4,30,35
"Sidama","Aleta Wondo","Aleta Wondo","December","2022",2022-01-01,7,13,1,9,10,20
"Sidama","Aleta Wondo","Aleta Wondo","January","2022",2022-01-01,6,11,0,7,10,17
"Sidama","Aleta Wondo","Aleta Wondo","February","2022",2022-01-01,6,13,4,1,14,19
"Sidama","Aleta Wondo","Aleta Wondo","March","2022",2022-01-01,12,12,6,6,12,24
"Sidama","Aleta Wondo","Aleta Wondo","April","2022",2022-01-01,6,29,1,3,31,35
"Sidama","Aleta Wondo","Aleta Wondo","May","2022",2022-01-01,14,33,2,13,32,47
"Sidama","Aleta Wondo","Aleta Wondo","June","2022",2022-01-01,15,39,7,7,40,54
"Sidama","Arbegona","Arbegona","July","2022",2022-01-01,4,4,1,0,7,8
"Sidama","Arbegona","Arbegona","August","2022",2022-01-01,2,4,0,1,5,6
"Sidama","Arbegona","Arbegona","September","2022",2022-01-01,0,1,0,0,1,1
"Sidama","Arbegona","Arbegona","October","2022",2022-01-01,6,2,0,0,8,8
"Sidama","Arbegona","Arbegona","November","2022",2022-01-01,5,12,1,2,14,17
"Sidama","Arbegona","Arbegona","December","2022",2022-01-01,3,8,0,3,8,11
"Sidama","Arbegona","Arbegona","January","2022",2022-01-01,4,6,0,0,10,10
"Sidama","Arbegona","Arbegona","February","2022",2022-01-01,1,3,0,0,4,4
"Sidama","Arbegona","Arbegona","March","2022",2022-01-01,0,0,0,0,0,0
"Sidama","Arbegona","Arbegona","April","2022",2022-01-01,2,3,0,0,5,5
"Sidama","Arbegona","Arbegona","May","2022",2022-01-01,2,3,0,2,3,5
"Sidama","Arbegona","Arbegona","June","2022",2022-01-01,0,5,1,0,4,5
"Sidama","Aroressa","Aroressa","July","2022",2022-01-01,0,2,0,0,2,2
"Sidama","Aroressa","Aroressa","August","2022",2022-01-01,1,2,0,0,3,3
"Sidama","Aroressa","Aroressa","September","2022",2022-01-01,0,0,0,0,0,0
"Sidama","Aroressa","Aroressa","October","2022",2022-01-01,0,0,0,0,0,0
"Sidama","Aroressa","Aroressa","November","2022",2022-01-01,1,0,0,0,1,1
"Sidama","Aroressa","Aroressa","December","2022",2022-01-01,0,0,0,0,0,0
"Sidama","Aroressa","Aroressa","January","2022",2022-01-01,0,4,1,0,3,4
"Sidama","Aroressa","Aroressa","February","2022",2022-01-01,1,1,0,0,2,2
"Sidama","Aroressa","Aroressa","March","2022",2022-01-01,0,5,0,1,4,5
"Sidama","Aroressa","Aroressa","April","2022",2022-01-01,6,13,0,0,19,19
"Sidama","Aroressa","Aroressa","May","2022",2022-01-01,19,39,3,7,48,58
"Sidama","Aroressa","Aroressa","June","2022",2022-01-01,18,12,1,8,21,30
"Sidama","Bensa","Bensa","July","2022",2022-01-01,0,2,0,1,1,2
"Sidama","Bensa","Bensa","August","2022",2022-01-01,1,2,0,1,2,3
"Sidama","Bensa","Bensa","September","2022",2022-01-01,3,4,2,0,5,7
"Sidama","Bensa","Bensa","October","2022",2022-01-01,2,2,1,0,3,4
"Sidama","Bensa","Bensa","November","2022",2022-01-01,2,1,0,0,3,3
"Sidama","Bensa","Bensa","December","2022",2022-01-01,4,6,0,2,8,10
"Sidama","Bensa","Bensa","January","2022",2022-01-01,0,1,0,0,1,1
"Sidama","Bensa","Bensa","February","2022",2022-01-01,5,0,0,5,0,5
"Sidama","Bensa","Bensa","March","2022",2022-01-01,0,1,0,0,1,1
"Sidama","Bensa","Bensa","April","2022",2022-01-01,3,7,0,2,8,10
"Sidama","Bensa","Bensa","May","2022",2022-01-01,5,5,1,1,8,10
"Sidama","Bensa","Bensa","June","2022",2022-01-01,5,7,3,1,8,12
"Sidama","Bilate Zuria","Bilate Zuria","July","2022",2022-01-01,27,24,18,16,17,51
"Sidama","Bilate Zuria","Bilate Zuria","August","2022",2022-01-01,22,27,21,14,14,49
"Sidama","Bilate Zuria","Bilate Zuria","September","2022",2022-01-01,29,23,13,24,15,52
"Sidama","Bilate Zuria","Bilate Zuria","October","2022",2022-01-01,26,24,11,10,29,50
"Sidama","Bilate Zuria","Bilate Zuria","November","2022",2022-01-01,59,57,16,38,62,116
"Sidama","Bilate Zuria","Bilate Zuria","December","2022",2022-01-01,59,59,27,43,48,118
"Sidama","Bilate Zuria","Bilate Zuria","January","2022",2022-01-01,34,57,27,26,38,91
"Sidama","Bilate Zuria","Bilate Zuria","February","2022",2022-01-01,63,68,31,59,41,131
"Sidama","Bilate Zuria","Bilate Zuria","March","2022",2022-01-01,69,72,24,62,55,141
"Sidama","Bilate Zuria","Bilate Zuria","April","2022",2022-01-01,86,103,40,58,91,189
"Sidama","Bilate Zuria","Bilate Zuria","May","2022",2022-01-01,215,220,101,149,185,435
"Sidama","Bilate Zuria","Bilate Zuria","June","2022",2022-01-01,736,756,460,495,537,1492
"Sidama","Bona Zuria","Bona Zuria","July","2022",2022-01-01,1,1,0,1,1,2
"Sidama","Bona Zuria","Bona Zuria","August","2022",2022-01-01,5,3,3,3,2,8
"Sidama","Bona Zuria","Bona Zuria","September","2022",2022-01-01,2,8,1,0,9,10
"Sidama","Bona Zuria","Bona Zuria","October","2022",2022-01-01,0,0,0,0,0,0
"Sidama","Bona Zuria","Bona Zuria","November","2022",2022-01-01,0,0,0,0,0,0
"Sidama","Bona Zuria","Bona Zuria","December","2022",2022-01-01,0,1,0,0,1,1
"Sidama","Bona Zuria","Bona Zuria","January","2022",2022-01-01,1,5,0,1,5,6
"Sidama","Bona Zuria","Bona Zuria","February","2022",2022-01-01,1,4,0,1,4,5
"Sidama","Bona Zuria","Bona Zuria","March","2022",2022-01-01,0,1,0,0,1,1
"Sidama","Bona Zuria","Bona Zuria","April","2022",2022-01-01,2,8,0,1,9,10
"Sidama","Bona Zuria","Bona Zuria","May","2022",2022-01-01,6,7,0,3,10,13
"Sidama","Bona Zuria","Bona Zuria","June","2022",2022-01-01,7,13,0,3,17,20
"Sidama","Borricha","Borricha","July","2022",2022-01-01,35,40,12,47,16,75
