"region","zone","district","Month","Year","Date","female","male","conf_5","conf_514","conf_15","cases"
"Addis Ababa","Addis Ketema","Addis Ketema","July","2022",2022-01-01,12,19,2,2,27,31
"Addis Ababa","Addis Ketema","Addis Ketema","August","2022",2022-01-01,5,6,1,1,9,11
"Addis Ababa","Addis Ketema","Addis Ketema","September","2022",2022-01-01,22,50,0,0,72,72
"Addis Ababa","Addis Ketema","Addis Ketema","October","2022",2022-01-01,5,13,1,3,14,18
"Addis Ababa","Addis Ketema","Addis Ketema","November","2022",2022-01-01,5,13,0,1,17,18
"Addis Ababa","Addis Ketema","Addis Ketema","December","2022",2022-01-01,2,8,0,0,10,10
"Addis Ababa","Addis Ketema","Addis Ketema","January","2022",2022-01-01,2,4,0,0,6,6
"Addis Ababa","Addis Ketema","Addis Ketema","February","2022",2022-01-01,1,11,0,1,11,12
"Addis Ababa","Addis Ketema","Addis Ketema","March","2022",2022-01-01,5,12,1,0,16,17
"Addis Ababa","Addis Ketema","Addis Ketema","April","2022",2022-01-01,3,14,0,1,16,17
"Addis Ababa","Addis Ketema","Addis Ketema","May","2022",2022-01-01,1,15,0,0,16,16
"Addis Ababa","Addis Ketema","Addis Ketema","June","2022",2022-01-01,2,13,0,1,14,15
"Addis Ababa","Akaki Kality","Akaki Kality","July","2022",2022-01-01,19,19,2,1,35,38
"Addis Ababa","Akaki Kality","Akaki Kality","August","2022",2022-01-01,43,24,0,9,58,67
"Addis Ababa","Akaki Kality","Akaki Kality","September","2022",2022-01-01,9,10,0,2,17,19
"Addis Ababa","Akaki Kality","Akaki Kality","October","2022",2022-01-01,26,32,7,9,42,58
"Addis Ababa","Akaki Kality","Akaki Kality","November","2022",2022-01-01,15,34,6,9,34,49
"Addis Ababa","Akaki Kality","Akaki Kality","December","2022",2022-01-01,10,18,1,3,24,28
"Addis Ababa","Akaki Kality","Akaki Kality","January","2022",2022-01-01,6,19,1,1,23,25
"Addis Ababa","Akaki Kality","Akaki Kality","February","2022",2022-01-01,3,20,1,0,22,23
"Addis Ababa","Akaki Kality","Akaki Kality","March","2022",2022-01-01,4,14,3,1,14,18
"Addis Ababa","Akaki Kality","Akaki Kality","April","2022",2022-01-01,8,20,2,1,25,28
"Addis Ababa","Akaki Kality","Akaki Kality","May","2022",2022-01-01,6,24,0,1,29,30
"Addis Ababa","Akaki Kality","Akaki Kality","June","2022",2022-01-01,12,31,2,1,40,43
"Addis Ababa","Arada","Arada","July","2022",2022-01-01,4,6,0,0,10,10
"Addis Ababa","Arada","Arada","August","2022",2022-01-01,0,1,0,1,0,1
"Addis Ababa","Arada","Arada","September","2022",2022-01-01,3,12,1,0,14,15
"Addis Ababa","Arada","Arada","October","2022",2022-01-01,3,11,3,0,11,14
"Addis Ababa","Arada","Arada","November","2022",2022-01-01,3,8,1,1,9,11
"Addis Ababa","Arada","Arada","December","2022",2022-01-01,4,6,1,1,8,10
"Addis Ababa","Arada","Arada","January","2022",2022-01-01,5,6,0,0,11,11
"Addis Ababa","Arada","Arada","February","2022",2022-01-01,2,9,0,2,9,11
"Addis Ababa","Arada","Arada","March","2022",2022-01-01,1,1,0,0,2,2
"Addis Ababa","Arada","Arada","April","2022",2022-01-01,3,5,1,0,7,8
"Addis Ababa","Arada","Arada","May","2022",2022-01-01,7,14,1,0,20,21
"Addis Ababa","Arada","Arada","June","2022",2022-01-01,9,13,1,1,20,22
"Addis Ababa","Bole","Bole","July","2022",2022-01-01,4,7,0,0,11,11
"Addis Ababa","Bole","Bole","August","2022",2022-01-01,0,8,0,1,7,8
"Addis Ababa","Bole","Bole","September","2022",2022-01-01,4,7,1,0,10,11
"Addis Ababa","Bole","Bole","October","2022",2022-01-01,4,17,0,0,21,21
"Addis Ababa","Bole","Bole","November","2022",2022-01-01,3,14,0,1,16,17
"Addis Ababa","Bole","Bole","December","2022",2022-01-01,3,10,0,0,13,13
"Addis Ababa","Bole","Bole","January","2022",2022-01-01,10,15,1,1,23,25
"Addis Ababa","Bole","Bole","February","2022",2022-01-01,4,10,1,0,13,14
"Addis Ababa","Bole","Bole","March","2022",2022-01-01,5,16,0,2,19,21
"Addis Ababa","Bole","Bole","April","2022",2022-01-01,2,17,0,1,18,19
"Addis Ababa","Bole","Bole","May","2022",2022-01-01,10,14,0,2,22,24
"Addis Ababa","Bole","Bole","June","2022",2022-01-01,11,12,1,2,20,23
"Addis Ababa","Gulele","Gulele","July","2022",2022-01-01,1,2,0,0,3,3
"Addis Ababa","Gulele","Gulele","August","2022",2022-01-01,1,7,0,1,7,8
"Addis Ababa","Gulele","Gulele","September","2022",2022-01-01,3,5,0,1,7,8
"Addis Ababa","Gulele","Gulele","October","2022",2022-01-01,3,6,0,0,9,9
"Addis Ababa","Gulele","Gulele","November","2022",2022-01-01,3,5,0,0,8,8
"Addis Ababa","Gulele","Gulele","December","2022",2022-01-01,7,6,0,0,13,13
"Addis Ababa","Gulele","Gulele","January","2022",2022-01-01,1,2,0,0,3,3
"Addis Ababa","Gulele","Gulele","February","2022",2022-01-01,1,5,0,1,5,6
"Addis Ababa","Gulele","Gulele","March","2022",2022-01-01,0,4,0,0,4,4
"Addis Ababa","Gulele","Gulele","April","2022",2022-01-01,1,10,1,0,10,11
"Addis Ababa","Gulele","Gulele","May","2022",2022-01-01,1,12,1,0,12,13
"Addis Ababa","Gulele","Gulele","June","2022",2022-01-01,3,5,0,1,7,8
"Addis Ababa","Kirkos","Kirkos","July","2022",2022-01-01,1,4,1,1,3,5
"Addis Ababa","Kirkos","Kirkos","August","2022",2022-01-01,6,21,0,1,26,27
"Addis Ababa","Kirkos","Kirkos","September","2022",2022-01-01,8,16,0,3,21,24
"Addis Ababa","Kirkos","Kirkos","October","2022",2022-01-01,6,10,1,2,13,16
"Addis Ababa","Kirkos","Kirkos","November","2022",2022-01-01,4,5,1,0,8,9
"Addis Ababa","Kirkos","Kirkos","December","2022",2022-01-01,1,8,1,0,8,9
"Addis Ababa","Kirkos","Kirkos","January","2022",2022-01-01,0,11,0,0,11,11
"Addis Ababa","Kirkos","Kirkos","February","2022",2022-01-01,4,17,0,0,21,21
"Addis Ababa","Kirkos","Kirkos","March","2022",2022-01-01,1,17,0,0,18,18
"Addis Ababa","Kirkos","Kirkos","April","2022",2022-01-01,11,29,0,1,39,40
"Addis Ababa","Kirkos","Kirkos","May","2022",2022-01-01,5,16,0,0,21,21
"Addis Ababa","Kirkos","Kirkos","June","2022",2022-01-01,4,14,0,1,17,18
"Addis Ababa","Kolfe","Kolfe","July","2022",2022-01-01,4,6,1,0,9,10
"Addis Ababa","Kolfe","Kolfe","August","2022",2022-01-01,8,11,0,6,13,19
"Addis Ababa","Kolfe","Kolfe","September","2022",2022-01-01,0,4,0,0,4,4
"Addis Ababa","Kolfe","Kolfe","October","2022",2022-01-01,4,7,1,0,10,11
"Addis Ababa","Kolfe","Kolfe","November","2022",2022-01-01,9,11,0,0,20,20
"Addis Ababa","Kolfe","Kolfe","December","2022",2022-01-01,2,6,0,0,8,8
"Addis Ababa","Kolfe","Kolfe","January","2022",2022-01-01,4,3,0,0,7,7
"Addis Ababa","Kolfe","Kolfe","February","2022",2022-01-01,1,5,0,1,5,6
"Addis Ababa","Kolfe","Kolfe","March","2022",2022-01-01,4,6,1,1,8,10
"Addis Ababa","Kolfe","Kolfe","April","2022",2022-01-01,4,6,3,3,4,10
"Addis Ababa","Kolfe","Kolfe","May","2022",2022-01-01,7,9,0,1,15,16
"Addis Ababa","Kolfe","Kolfe","June","2022",2022-01-01,9,7,1,1,14,16
"Addis Ababa","Lideta","Lideta","July","2022",2022-01-01,1,6,0,0,7,7
"Addis Ababa","Lideta","Lideta","August","2022",2022-01-01,1,7,0,0,8,8
"Addis Ababa","Lideta","Lideta","September","2022",2022-01-01,0,4,0,0,4,4
"Addis Ababa","Lideta","Lideta","October","2022",2022-01-01,2,1,0,0,3,3
"Addis Ababa","Lideta","Lideta","November","2022",2022-01-01,2,7,0,0,9,9
"Addis Ababa","Lideta","Lideta","December","2022",2022-01-01,0,5,1,0,4,5
"Addis Ababa","Lideta","Lideta","January","2022",2022-01-01,4,6,0,0,10,10
"Addis Ababa","Lideta","Lideta","February","2022",2022-01-01,3,11,0,0,14,14
"Addis Ababa","Lideta","Lideta","March","2022",2022-01-01,0,17,0,0,17,17
"Addis Ababa","Lideta","Lideta","April","2022",2022-01-01,1,11,0,1,11,12
"Addis Ababa","Lideta","Lideta","May","2022",2022-01-01,4,17,0,0,21,21
"Addis Ababa","Lideta","Lideta","June","2022",2022-01-01,2,6,0,0,8,8
"Addis Ababa","Nifas Silk Lafto","Nifas Silk Lafto","July","2022",2022-01-01,5,6,0,0,11,11
"Addis Ababa","Nifas Silk Lafto","Nifas Silk Lafto","August","2022",2022-01-01,5,5,0,0,10,10
"Addis Ababa","Nifas Silk Lafto","Nifas Silk Lafto","September","2022",2022-01-01,3,12,0,0,15,15
"Addis Ababa","Nifas Silk Lafto","Nifas Silk Lafto","October","2022",2022-01-01,2,4,0,1,5,6
"Addis Ababa","Nifas Silk Lafto","Nifas Silk Lafto","November","2022",2022-01-01,3,10,1,0,12,13
"Addis Ababa","Nifas Silk Lafto","Nifas Silk Lafto","December","2022",2022-01-01,1,6,0,0,7,7
"Addis Ababa","Nifas Silk Lafto","Nifas Silk Lafto","January","2022",2022-01-01,2,6,0,0,8,8
"Addis Ababa","Nifas Silk Lafto","Nifas Silk Lafto","February","2022",2022-01-01,0,6,0,0,6,6
"Addis Ababa","Nifas Silk Lafto","Nifas Silk Lafto","March","2022",2022-01-01,3,10,0,1,12,13
"Addis Ababa","Nifas Silk Lafto","Nifas Silk Lafto","April","2022",2022-01-01,4,12,0,1,15,16
"Addis Ababa","Nifas Silk Lafto","Nifas Silk Lafto","May","2022",2022-01-01,8,11,1,2,16,19
"Addis Ababa","Nifas Silk Lafto","Nifas Silk Lafto","June","2022",2022-01-01,5,11,0,0,16,16
"Addis Ababa","Yeka","Yeka","July","2022",2022-01-01,4,4,0,0,8,8
"Addis Ababa","Yeka","Yeka","August","2022",2022-01-01,1,12,0,2,11,13
"Addis Ababa","Yeka","Yeka","September","2022",2022-01-01,6,5,0,4,7,11
"Addis Ababa","Yeka","Yeka","October","2022",2022-01-01,5,13,1,2,15,18
"Addis Ababa","Yeka","Yeka","November","2022",2022-01-01,3,6,1,1,7,9
"Addis Ababa","Yeka","Yeka","December","2022",2022-01-01,6,14,0,6,14,20
"Addis Ababa","Yeka","Yeka","January","2022",2022-01-01,1,10,0,1,10,11
"Addis Ababa","Yeka","Yeka","February","2022",2022-01-01,6,10,0,4,12,16
"Addis Ababa","Yeka","Yeka","March","2022",2022-01-01,3,13,0,3,13,16
"Addis Ababa","Yeka","Yeka","April","2022",2022-01-01,3,9,2,0,10,12
"Addis Ababa","Yeka","Yeka","May","2022",2022-01-01,4,6,1,1,8,10
"Addis Ababa","Yeka","Yeka","June","2022",2022-01-01,10,17,0,2,25,27
"Afar","Zone 1","Adaar","July","2022",2022-01-01,89,121,37,93,80,210
"Afar","Zone 1","Adaar","August","2022",2022-01-01,88,83,41,74,56,171
"Afar","Zone 1","Adaar","September","2022",2022-01-01,178,139,64,126,127,317
"Afar","Zone 1","Adaar","October","2022",2022-01-01,108,176,11,129,144,284
"Afar","Zone 1","Adaar","November","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Adaar","December","2022",2022-01-01,288,280,136,204,228,568
"Afar","Zone 1","Adaar","January","2022",2022-01-01,214,318,76,166,290,532
"Afar","Zone 1","Adaar","February","2022",2022-01-01,293,351,146,248,250,644
"Afar","Zone 1","Adaar","March","2022",2022-01-01,247,318,133,185,247,565
"Afar","Zone 1","Adaar","April","2022",2022-01-01,240,168,93,156,159,408
"Afar","Zone 1","Adaar","May","2022",2022-01-01,233,206,136,152,151,439
"Afar","Zone 1","Adaar","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Afambo","July","2022",2022-01-01,102,108,45,87,78,210
"Afar","Zone 1","Afambo","August","2022",2022-01-01,211,203,79,125,210,414
"Afar","Zone 1","Afambo","September","2022",2022-01-01,127,128,53,102,100,255
"Afar","Zone 1","Afambo","October","2022",2022-01-01,108,108,32,74,110,216
"Afar","Zone 1","Afambo","November","2022",2022-01-01,95,114,18,95,96,209
"Afar","Zone 1","Afambo","December","2022",2022-01-01,104,82,39,75,72,186
"Afar","Zone 1","Afambo","January","2022",2022-01-01,351,321,66,250,356,672
"Afar","Zone 1","Afambo","February","2022",2022-01-01,351,344,84,297,314,695
"Afar","Zone 1","Afambo","March","2022",2022-01-01,349,397,149,245,352,746
"Afar","Zone 1","Afambo","April","2022",2022-01-01,309,326,145,179,311,635
"Afar","Zone 1","Afambo","May","2022",2022-01-01,174,203,88,142,147,377
"Afar","Zone 1","Afambo","June","2022",2022-01-01,163,174,105,122,110,337
"Afar","Zone 1","Aysita City Admin","July","2022",2022-01-01,79,65,38,55,51,144
"Afar","Zone 1","Aysita City Admin","August","2022",2022-01-01,106,78,46,46,92,184
"Afar","Zone 1","Aysita City Admin","September","2022",2022-01-01,79,87,31,42,93,166
"Afar","Zone 1","Aysita City Admin","October","2022",2022-01-01,60,72,31,37,64,132
"Afar","Zone 1","Aysita City Admin","November","2022",2022-01-01,94,95,29,65,95,189
"Afar","Zone 1","Aysita City Admin","December","2022",2022-01-01,102,136,53,72,113,238
"Afar","Zone 1","Aysita City Admin","January","2022",2022-01-01,182,206,62,106,220,388
"Afar","Zone 1","Aysita City Admin","February","2022",2022-01-01,270,354,112,149,363,624
"Afar","Zone 1","Aysita City Admin","March","2022",2022-01-01,286,395,132,142,407,681
"Afar","Zone 1","Aysita City Admin","April","2022",2022-01-01,369,457,111,169,546,826
"Afar","Zone 1","Aysita City Admin","May","2022",2022-01-01,174,257,153,99,179,431
"Afar","Zone 1","Aysita City Admin","June","2022",2022-01-01,119,254,71,73,229,373
"Afar","Zone 1","Ayssaita","July","2022",2022-01-01,87,63,31,43,76,150
"Afar","Zone 1","Ayssaita","August","2022",2022-01-01,83,100,43,45,95,183
"Afar","Zone 1","Ayssaita","September","2022",2022-01-01,71,64,23,54,58,135
"Afar","Zone 1","Ayssaita","October","2022",2022-01-01,56,53,22,28,59,109
"Afar","Zone 1","Ayssaita","November","2022",2022-01-01,59,71,27,26,77,130
"Afar","Zone 1","Ayssaita","December","2022",2022-01-01,79,74,54,35,64,153
"Afar","Zone 1","Ayssaita","January","2022",2022-01-01,131,144,79,68,128,275
"Afar","Zone 1","Ayssaita","February","2022",2022-01-01,146,141,69,90,128,287
"Afar","Zone 1","Ayssaita","March","2022",2022-01-01,118,124,64,76,102,242
"Afar","Zone 1","Ayssaita","April","2022",2022-01-01,138,116,66,71,117,254
"Afar","Zone 1","Ayssaita","May","2022",2022-01-01,82,75,47,47,63,157
"Afar","Zone 1","Ayssaita","June","2022",2022-01-01,79,86,39,46,80,165
"Afar","Zone 1","Chifra","July","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Chifra","August","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Chifra","September","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Chifra","October","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Chifra","November","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Chifra","December","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Chifra","January","2022",2022-01-01,139,175,104,101,109,314
"Afar","Zone 1","Chifra","February","2022",2022-01-01,316,366,206,211,265,682
"Afar","Zone 1","Chifra","March","2022",2022-01-01,355,369,258,216,250,724
"Afar","Zone 1","Chifra","April","2022",2022-01-01,315,326,147,153,341,641
"Afar","Zone 1","Chifra","May","2022",2022-01-01,272,291,159,179,225,563
"Afar","Zone 1","Chifra","June","2022",2022-01-01,160,150,135,70,105,310
"Afar","Zone 1","Dubti City Admin","July","2022",2022-01-01,82,103,59,42,84,185
"Afar","Zone 1","Dubti City Admin","August","2022",2022-01-01,33,19,35,5,12,52
"Afar","Zone 1","Dubti City Admin","September","2022",2022-01-01,4,17,6,9,6,21
"Afar","Zone 1","Dubti City Admin","October","2022",2022-01-01,12,25,15,17,5,37
"Afar","Zone 1","Dubti City Admin","November","2022",2022-01-01,23,26,21,21,7,49
"Afar","Zone 1","Dubti City Admin","December","2022",2022-01-01,7,15,7,7,8,22
"Afar","Zone 1","Dubti City Admin","January","2022",2022-01-01,18,19,12,12,13,37
"Afar","Zone 1","Dubti City Admin","February","2022",2022-01-01,26,23,20,17,12,49
"Afar","Zone 1","Dubti City Admin","March","2022",2022-01-01,15,9,10,11,3,24
"Afar","Zone 1","Dubti City Admin","April","2022",2022-01-01,28,20,18,17,13,48
"Afar","Zone 1","Dubti City Admin","May","2022",2022-01-01,38,36,40,17,17,74
"Afar","Zone 1","Dubti City Admin","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Dubti","July","2022",2022-01-01,19,15,17,7,10,34
"Afar","Zone 1","Dubti","August","2022",2022-01-01,8,14,19,1,2,22
"Afar","Zone 1","Dubti","September","2022",2022-01-01,14,2,4,10,2,16
"Afar","Zone 1","Dubti","October","2022",2022-01-01,6,12,8,7,3,18
"Afar","Zone 1","Dubti","November","2022",2022-01-01,17,18,8,11,16,35
"Afar","Zone 1","Dubti","December","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Dubti","January","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Dubti","February","2022",2022-01-01,6,8,6,3,5,14
"Afar","Zone 1","Dubti","March","2022",2022-01-01,4,4,2,3,3,8
"Afar","Zone 1","Dubti","April","2022",2022-01-01,4,5,5,1,3,9
"Afar","Zone 1","Dubti","May","2022",2022-01-01,11,6,6,6,5,17
"Afar","Zone 1","Dubti","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Elidar","July","2022",2022-01-01,45,38,27,25,31,83
"Afar","Zone 1","Elidar","August","2022",2022-01-01,29,32,21,12,28,61
"Afar","Zone 1","Elidar","September","2022",2022-01-01,5,18,12,2,9,23
"Afar","Zone 1","Elidar","October","2022",2022-01-01,11,32,23,8,12,43
"Afar","Zone 1","Elidar","November","2022",2022-01-01,6,15,9,3,9,21
"Afar","Zone 1","Elidar","December","2022",2022-01-01,5,7,0,4,8,12
"Afar","Zone 1","Elidar","January","2022",2022-01-01,8,8,9,2,5,16
"Afar","Zone 1","Elidar","February","2022",2022-01-01,1,7,5,1,2,8
"Afar","Zone 1","Elidar","March","2022",2022-01-01,5,6,0,4,7,11
"Afar","Zone 1","Elidar","April","2022",2022-01-01,5,15,2,2,16,20
"Afar","Zone 1","Elidar","May","2022",2022-01-01,1,4,0,0,5,5
"Afar","Zone 1","Elidar","June","2022",2022-01-01,0,2,0,1,1,2
"Afar","Zone 1","Kori","July","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Kori","August","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Kori","September","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Kori","October","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Kori","November","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Kori","December","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Kori","January","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Kori","February","2022",2022-01-01,2,2,0,0,4,4
"Afar","Zone 1","Kori","March","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Kori","April","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 1","Kori","May","2022",2022-01-01,3,0,0,0,3,3
"Afar","Zone 1","Kori","June","2022",2022-01-01,3,4,0,5,2,7
"Afar","Zone 1","Mille","July","2022",2022-01-01,65,58,44,39,40,123
"Afar","Zone 1","Mille","August","2022",2022-01-01,72,56,46,30,52,128
"Afar","Zone 1","Mille","September","2022",2022-01-01,90,118,82,60,66,208
"Afar","Zone 1","Mille","October","2022",2022-01-01,65,99,37,45,82,164
"Afar","Zone 1","Mille","November","2022",2022-01-01,66,101,39,41,87,167
"Afar","Zone 1","Mille","December","2022",2022-01-01,152,198,78,123,149,350
"Afar","Zone 1","Mille","January","2022",2022-01-01,311,374,217,252,216,685
"Afar","Zone 1","Mille","February","2022",2022-01-01,207,202,123,124,162,409
"Afar","Zone 1","Mille","March","2022",2022-01-01,225,239,137,116,211,464
"Afar","Zone 1","Mille","April","2022",2022-01-01,89,107,66,58,72,196
"Afar","Zone 1","Mille","May","2022",2022-01-01,118,106,67,68,89,224
"Afar","Zone 1","Mille","June","2022",2022-01-01,66,76,52,43,47,142
"Afar","Zone 1","Semera Logia Kentiba","July","2022",2022-01-01,17,33,6,8,36,50
"Afar","Zone 1","Semera Logia Kentiba","August","2022",2022-01-01,12,34,6,15,25,46
"Afar","Zone 1","Semera Logia Kentiba","September","2022",2022-01-01,8,57,22,9,34,65
"Afar","Zone 1","Semera Logia Kentiba","October","2022",2022-01-01,13,26,10,6,23,39
"Afar","Zone 1","Semera Logia Kentiba","November","2022",2022-01-01,20,60,11,13,56,80
"Afar","Zone 1","Semera Logia Kentiba","December","2022",2022-01-01,37,77,9,13,92,114
"Afar","Zone 1","Semera Logia Kentiba","January","2022",2022-01-01,247,318,116,85,364,565
"Afar","Zone 1","Semera Logia Kentiba","February","2022",2022-01-01,140,207,45,70,232,347
"Afar","Zone 1","Semera Logia Kentiba","March","2022",2022-01-01,42,102,16,19,109,144
"Afar","Zone 1","Semera Logia Kentiba","April","2022",2022-01-01,29,43,6,8,58,72
"Afar","Zone 1","Semera Logia Kentiba","May","2022",2022-01-01,25,58,6,7,70,83
"Afar","Zone 1","Semera Logia Kentiba","June","2022",2022-01-01,18,24,8,3,31,42
"Afar","Zone 2","Aba'ala City Admin","July","2022",2022-01-01,6,3,1,3,5,9
"Afar","Zone 2","Aba'ala City Admin","August","2022",2022-01-01,4,8,1,1,10,12
"Afar","Zone 2","Aba'ala City Admin","September","2022",2022-01-01,9,15,6,5,13,24
"Afar","Zone 2","Aba'ala City Admin","October","2022",2022-01-01,5,9,1,2,11,14
"Afar","Zone 2","Aba'ala City Admin","November","2022",2022-01-01,9,10,6,2,11,19
"Afar","Zone 2","Aba'ala City Admin","December","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Aba'ala City Admin","January","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Aba'ala City Admin","February","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Aba'ala City Admin","March","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Aba'ala City Admin","April","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Aba'ala City Admin","May","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Aba'ala City Admin","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Abala","July","2022",2022-01-01,5,11,4,7,5,16
"Afar","Zone 2","Abala","August","2022",2022-01-01,8,13,6,7,8,21
"Afar","Zone 2","Abala","September","2022",2022-01-01,8,30,10,11,17,38
"Afar","Zone 2","Abala","October","2022",2022-01-01,13,28,8,7,26,41
"Afar","Zone 2","Abala","November","2022",2022-01-01,6,14,3,10,7,20
"Afar","Zone 2","Abala","December","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Abala","January","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Abala","February","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Abala","March","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Abala","April","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Abala","May","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Abala","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Afdera","July","2022",2022-01-01,32,27,0,28,31,59
"Afar","Zone 2","Afdera","August","2022",2022-01-01,36,20,0,28,28,56
"Afar","Zone 2","Afdera","September","2022",2022-01-01,29,23,0,22,30,52
"Afar","Zone 2","Afdera","October","2022",2022-01-01,37,35,0,32,40,72
"Afar","Zone 2","Afdera","November","2022",2022-01-01,33,42,0,41,34,75
"Afar","Zone 2","Afdera","December","2022",2022-01-01,40,32,0,34,38,72
"Afar","Zone 2","Afdera","January","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Afdera","February","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Afdera","March","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Afdera","April","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Afdera","May","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Afdera","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Berahle","July","2022",2022-01-01,33,42,22,32,21,75
"Afar","Zone 2","Berahle","August","2022",2022-01-01,72,67,43,48,48,139
"Afar","Zone 2","Berahle","September","2022",2022-01-01,63,56,31,46,42,119
"Afar","Zone 2","Berahle","October","2022",2022-01-01,45,48,25,30,38,93
"Afar","Zone 2","Berahle","November","2022",2022-01-01,69,65,33,42,59,134
"Afar","Zone 2","Berahle","December","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Berahle","January","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Berahle","February","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Berahle","March","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Berahle","April","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Berahle","May","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Berahle","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Bidu","July","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Bidu","August","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Bidu","September","2022",2022-01-01,3,5,0,2,6,8
"Afar","Zone 2","Bidu","October","2022",2022-01-01,2,4,0,2,4,6
"Afar","Zone 2","Bidu","November","2022",2022-01-01,3,4,0,5,2,7
"Afar","Zone 2","Bidu","December","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Bidu","January","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Bidu","February","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Bidu","March","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Bidu","April","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Bidu","May","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Bidu","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Dalol","July","2022",2022-01-01,69,58,51,43,33,127
"Afar","Zone 2","Dalol","August","2022",2022-01-01,61,61,29,40,53,122
"Afar","Zone 2","Dalol","September","2022",2022-01-01,33,39,29,24,19,72
"Afar","Zone 2","Dalol","October","2022",2022-01-01,21,38,26,18,15,59
"Afar","Zone 2","Dalol","November","2022",2022-01-01,14,27,20,20,1,41
"Afar","Zone 2","Dalol","December","2022",2022-01-01,18,25,15,20,8,43
"Afar","Zone 2","Dalol","January","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Dalol","February","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Dalol","March","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Dalol","April","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Dalol","May","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Dalol","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Erabti","July","2022",2022-01-01,5,8,0,6,7,13
"Afar","Zone 2","Erabti","August","2022",2022-01-01,8,8,5,9,2,16
